"QC_Record_ID","Batch_ID","Sample_ID","Analyte_ID","Value","Unit","Method_ID","Spec_Rev","LSL","USL","Qualifier","Sample_TS","Result_TS","Is_Final","Approval_Status","Spec_Status","Data_Origin","Target"
"SIM-S0012-Q-D90","SIM-S0012","SIM-S0012-S","D90","132.6043","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T03:45:00Z","2026-09-01T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0012-Q-LPC_0p5","SIM-S0012","SIM-S0012-S","LPC_0p5","792.6566","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T03:45:00Z","2026-09-01T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0012-Q-LPC_1p0","SIM-S0012","SIM-S0012-S","LPC_1p0","86.3843","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T03:45:00Z","2026-09-01T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0012-Q-Zeta","SIM-S0012","SIM-S0012-S","Zeta","-40.6705","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T03:45:00Z","2026-09-01T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0012-Q-Fe","SIM-S0012","SIM-S0012-S","Fe","0.301","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T03:45:00Z","2026-09-01T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0013-Q-pH","SIM-S0013","SIM-S0013-S","pH","9.9679","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0013-Q-Solids","SIM-S0013","SIM-S0013-S","Solids","9.9972","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0013-Q-Viscosity","SIM-S0013","SIM-S0013-S","Viscosity","1.7125","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0013-Q-D50","SIM-S0013","SIM-S0013-S","D50","90.4985","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0013-Q-D90","SIM-S0013","SIM-S0013-S","D90","131.2107","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0013-Q-LPC_0p5","SIM-S0013","SIM-S0013-S","LPC_0p5","916.3465","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0013-Q-LPC_1p0","SIM-S0013","SIM-S0013-S","LPC_1p0","79.4805","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0013-Q-Zeta","SIM-S0013","SIM-S0013-S","Zeta","-39.8184","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0013-Q-Fe","SIM-S0013","SIM-S0013-S","Fe","0.2964","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0014-Q-pH","SIM-S0014","SIM-S0014-S","pH","9.9336","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0014-Q-Solids","SIM-S0014","SIM-S0014-S","Solids","9.8778","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0014-Q-Viscosity","SIM-S0014","SIM-S0014-S","Viscosity","1.7572","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0014-Q-D50","SIM-S0014","SIM-S0014-S","D50","91.4992","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0014-Q-D90","SIM-S0014","SIM-S0014-S","D90","121.7377","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0014-Q-LPC_0p5","SIM-S0014","SIM-S0014-S","LPC_0p5","1034.1656","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0014-Q-LPC_1p0","SIM-S0014","SIM-S0014-S","LPC_1p0","53.3423","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0014-Q-Zeta","SIM-S0014","SIM-S0014-S","Zeta","-40.1542","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0014-Q-Fe","SIM-S0014","SIM-S0014-S","Fe","0.3399","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0015-Q-pH","SIM-S0015","SIM-S0015-S","pH","10.0072","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0015-Q-Solids","SIM-S0015","SIM-S0015-S","Solids","10.0313","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0015-Q-Viscosity","SIM-S0015","SIM-S0015-S","Viscosity","1.6879","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0015-Q-D50","SIM-S0015","SIM-S0015-S","D50","89.4443","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0015-Q-D90","SIM-S0015","SIM-S0015-S","D90","127.8485","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0015-Q-LPC_0p5","SIM-S0015","SIM-S0015-S","LPC_0p5","928.4001","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0015-Q-LPC_1p0","SIM-S0015","SIM-S0015-S","LPC_1p0","90.6128","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0015-Q-Zeta","SIM-S0015","SIM-S0015-S","Zeta","-40.1464","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0015-Q-Fe","SIM-S0015","SIM-S0015-S","Fe","0.3297","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T05:15:00Z","2026-09-01T06:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0016-Q-pH","SIM-S0016","SIM-S0016-S","pH","9.9569","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0016-Q-Solids","SIM-S0016","SIM-S0016-S","Solids","9.9071","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0016-Q-Viscosity","SIM-S0016","SIM-S0016-S","Viscosity","1.6346","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0016-Q-D50","SIM-S0016","SIM-S0016-S","D50","90.3003","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0016-Q-D90","SIM-S0016","SIM-S0016-S","D90","130.3611","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0016-Q-LPC_0p5","SIM-S0016","SIM-S0016-S","LPC_0p5","896.4335","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0016-Q-LPC_1p0","SIM-S0016","SIM-S0016-S","LPC_1p0","76.8055","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0016-Q-Zeta","SIM-S0016","SIM-S0016-S","Zeta","-39.3014","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0016-Q-Fe","SIM-S0016","SIM-S0016-S","Fe","0.2714","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0017-Q-pH","SIM-S0017","SIM-S0017-S","pH","9.9965","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0017-Q-Solids","SIM-S0017","SIM-S0017-S","Solids","10.0126","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0017-Q-Viscosity","SIM-S0017","SIM-S0017-S","Viscosity","1.6805","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0017-Q-D50","SIM-S0017","SIM-S0017-S","D50","88.6832","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0017-Q-D90","SIM-S0017","SIM-S0017-S","D90","128.2802","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0017-Q-LPC_0p5","SIM-S0017","SIM-S0017-S","LPC_0p5","726.0179","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0017-Q-LPC_1p0","SIM-S0017","SIM-S0017-S","LPC_1p0","84.7497","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0017-Q-Zeta","SIM-S0017","SIM-S0017-S","Zeta","-40.3728","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0017-Q-Fe","SIM-S0017","SIM-S0017-S","Fe","0.3264","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0018-Q-pH","SIM-S0018","SIM-S0018-S","pH","9.9758","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0018-Q-Solids","SIM-S0018","SIM-S0018-S","Solids","9.942","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0018-Q-Viscosity","SIM-S0018","SIM-S0018-S","Viscosity","1.5846","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0018-Q-D50","SIM-S0018","SIM-S0018-S","D50","91.4515","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0018-Q-D90","SIM-S0018","SIM-S0018-S","D90","132.2915","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0018-Q-LPC_0p5","SIM-S0018","SIM-S0018-S","LPC_0p5","934.6546","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0018-Q-LPC_1p0","SIM-S0018","SIM-S0018-S","LPC_1p0","91.934","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0018-Q-Zeta","SIM-S0018","SIM-S0018-S","Zeta","-38.7275","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0018-Q-Fe","SIM-S0018","SIM-S0018-S","Fe","0.2468","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T06:45:00Z","2026-09-01T07:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0019-Q-pH","SIM-S0019","SIM-S0019-S","pH","9.9481","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0019-Q-Solids","SIM-S0019","SIM-S0019-S","Solids","10.0548","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0019-Q-Viscosity","SIM-S0019","SIM-S0019-S","Viscosity","1.6206","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0019-Q-D50","SIM-S0019","SIM-S0019-S","D50","88.3511","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0019-Q-D90","SIM-S0019","SIM-S0019-S","D90","131.862","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0019-Q-LPC_0p5","SIM-S0019","SIM-S0019-S","LPC_0p5","1056.1962","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0019-Q-LPC_1p0","SIM-S0019","SIM-S0019-S","LPC_1p0","106.5268","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0019-Q-Zeta","SIM-S0019","SIM-S0019-S","Zeta","-40.283","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0019-Q-Fe","SIM-S0019","SIM-S0019-S","Fe","0.3235","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0020-Q-pH","SIM-S0020","SIM-S0020-S","pH","9.9667","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0020-Q-Solids","SIM-S0020","SIM-S0020-S","Solids","9.8731","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0020-Q-Viscosity","SIM-S0020","SIM-S0020-S","Viscosity","1.5911","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0020-Q-D50","SIM-S0020","SIM-S0020-S","D50","87.3729","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0020-Q-D90","SIM-S0020","SIM-S0020-S","D90","127.6384","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0020-Q-LPC_0p5","SIM-S0020","SIM-S0020-S","LPC_0p5","742.6431","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0020-Q-LPC_1p0","SIM-S0020","SIM-S0020-S","LPC_1p0","62.7081","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0020-Q-Zeta","SIM-S0020","SIM-S0020-S","Zeta","-39.6047","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0020-Q-Fe","SIM-S0020","SIM-S0020-S","Fe","0.3111","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0021-Q-pH","SIM-S0021","SIM-S0021-S","pH","10.0857","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0021-Q-Solids","SIM-S0021","SIM-S0021-S","Solids","9.9435","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0021-Q-Viscosity","SIM-S0021","SIM-S0021-S","Viscosity","1.6784","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0021-Q-D50","SIM-S0021","SIM-S0021-S","D50","91.4093","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0021-Q-D90","SIM-S0021","SIM-S0021-S","D90","130.787","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0021-Q-LPC_0p5","SIM-S0021","SIM-S0021-S","LPC_0p5","875.23","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0021-Q-LPC_1p0","SIM-S0021","SIM-S0021-S","LPC_1p0","82.3164","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0021-Q-Zeta","SIM-S0021","SIM-S0021-S","Zeta","-38.3925","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0021-Q-Fe","SIM-S0021","SIM-S0021-S","Fe","0.2814","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T08:15:00Z","2026-09-01T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0022-Q-pH","SIM-S0022","SIM-S0022-S","pH","9.9979","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0022-Q-Solids","SIM-S0022","SIM-S0022-S","Solids","10.054","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0022-Q-Viscosity","SIM-S0022","SIM-S0022-S","Viscosity","1.6936","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0022-Q-D50","SIM-S0022","SIM-S0022-S","D50","90.4338","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0022-Q-D90","SIM-S0022","SIM-S0022-S","D90","122.9217","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0022-Q-LPC_0p5","SIM-S0022","SIM-S0022-S","LPC_0p5","864.8066","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0022-Q-LPC_1p0","SIM-S0022","SIM-S0022-S","LPC_1p0","89.8003","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0022-Q-Zeta","SIM-S0022","SIM-S0022-S","Zeta","-40.8757","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0022-Q-Fe","SIM-S0022","SIM-S0022-S","Fe","0.2542","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0023-Q-pH","SIM-S0023","SIM-S0023-S","pH","10.0292","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0023-Q-Solids","SIM-S0023","SIM-S0023-S","Solids","9.97","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0023-Q-Viscosity","SIM-S0023","SIM-S0023-S","Viscosity","1.5863","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0023-Q-D50","SIM-S0023","SIM-S0023-S","D50","86.6437","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0023-Q-D90","SIM-S0023","SIM-S0023-S","D90","131.0597","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0023-Q-LPC_0p5","SIM-S0023","SIM-S0023-S","LPC_0p5","899.85","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0023-Q-LPC_1p0","SIM-S0023","SIM-S0023-S","LPC_1p0","101.6926","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0023-Q-Zeta","SIM-S0023","SIM-S0023-S","Zeta","-40.0619","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0023-Q-Fe","SIM-S0023","SIM-S0023-S","Fe","0.2587","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T09:45:00Z","2026-09-01T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
